K_Nu,K_E,K_Rho,K_incl,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,1,0.915969,1,2.4000000000000004,0.4166666666666666,5.662199013029284e-13,5.471576456792002e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.5000000000000004,0.3999999999999999,5.632579913390433e-13,5.446552523139636e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.6,0.3846153846153846,5.599409727188616e-13,5.41778034846949e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.7,0.3703703703703703,5.572698193509682e-13,5.393740185394069e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.8000000000000003,0.3571428571428571,5.555039574551344e-13,5.377124660812399e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,2.9000000000000004,0.3448275862068965,5.544825596410724e-13,5.366816673139511e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.0000000000000004,0.3333333333333332,5.539103850561304e-13,5.360418765974339e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.1,0.3225806451612903,5.53538816241065e-13,5.355907668967989e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.2,0.3125,5.532335291163275e-13,5.352272496181347e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.3000000000000003,0.303030303030303,5.52966448354981e-13,5.349450940786193e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.4000000000000004,0.2941176470588235,5.528913781135504e-13,5.349247478455052e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.5000000000000004,0.2857142857142857,5.528254228733933e-13,5.349680104318985e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.6,0.2777777777777778,5.529458354969834e-13,5.35269900774659e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.7,0.2702702702702703,5.532763842458519e-13,5.358587026308299e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.8,0.2631578947368421,5.538105269403943e-13,5.367308525006228e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,3.9,0.2564102564102564,5.5451512208318e-13,5.37854588929605e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.0,0.25,5.553381636864458e-13,5.391773351506392e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.1,0.2439024390243902,5.56217327766071e-13,5.406341440847364e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.2,0.238095238095238,5.570878599211067e-13,5.421555554538324e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.3,0.2325581395348837,5.578888578517868e-13,5.436740304633594e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.4,0.2272727272727273,5.585676964954768e-13,5.451286728468519e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.5,0.2222222222222222,5.590826684542136e-13,5.464682651745817e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.6,0.2173913043478261,5.594042075190556e-13,5.476529003372686e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.7,0.2127659574468085,5.595143499659332e-13,5.48654049785798e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.8,0.2083333333333333,5.594064242651373e-13,5.494544333018202e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,4.9,0.2040816326530611,5.590831369100478e-13,5.500466231858332e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.0,0.2,5.586568997658876e-13,5.505283814732756e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.1,0.196078431372549,5.579266581224235e-13,5.507010185412925e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.2,0.1923076923076923,5.570295878559518e-13,5.506885944824474e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.3,0.1886792452830188,5.559883707354443e-13,5.505075069806357e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.4,0.1851851851851851,5.548268250369168e-13,5.50176393982034e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.5,0.1818181818181818,5.53568822550174e-13,5.497150129588353e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.6,0.1785714285714285,5.522374547153605e-13,5.491433373895527e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.7,0.175438596491228,5.508546067076942e-13,5.484810548245176e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.8,0.1724137931034483,5.494398404650502e-13,5.477462923294873e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
1,1,0.915969,1,5.9,0.1694915254237288,5.480112108151137e-13,5.469564041131978e-13,0.25,50000000000.0,2700,4925.534385676014,2843.7586034728047,2502.294445801098
