K_Nu,K_E,K_Rho,K_incl,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,1,1,0.192288,3.5000000000000004,0.2857142857142857,5.375497039106036e-13,5.366032723566364e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.6,0.2777777777777778,5.37102033630575e-13,5.357700021531806e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.7,0.2702702702702703,5.366641428701963e-13,5.349944083647646e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.8,0.2631578947368421,5.363237913277359e-13,5.343689226061564e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,3.9,0.2564102564102564,5.361291638595773e-13,5.339447481796813e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.0,0.25,5.360942133568323e-13,5.337373889095887e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.1,0.2439024390243902,5.362078150241156e-13,5.337357908737786e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.2,0.238095238095238,5.364427971369774e-13,5.339114401982793e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.3,0.2325581395348837,5.367637212079364e-13,5.342262719570136e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.4,0.2272727272727273,5.371329046084996e-13,5.346388779272899e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.5,0.2222222222222222,5.375146598819801e-13,5.351089709299143e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.6,0.2173913043478261,5.378779639214718e-13,5.356002987405924e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.7,0.2127659574468085,5.381978625276044e-13,5.360822937043985e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.8,0.2083333333333333,5.384559269675867e-13,5.365307586366096e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,4.9,0.2040816326530611,5.386406266563201e-13,5.36928392321052e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,5.0,0.2,5.387526796165529e-13,5.372617323406994e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,5.1,0.196078431372549,5.387679908474267e-13,5.375225433628258e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,5.2,0.1923076923076923,5.387040442420771e-13,5.3771061191794e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,5.3,0.1886792452830188,5.385663057548992e-13,5.378272449215131e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,5.4,0.1851851851851851,5.383622695630829e-13,5.378763076013959e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
1,1,1,0.192288,5.5,0.1818181818181818,5.381007043339906e-13,5.378634718503493e-13,0.25,50000000000.0,2700,4714.045207910317,2721.655269759087,2502.294445801098
