K_Nu,K_E,K_Rho,K_incl_top_position_y,F,K_lambda_r,A2,А2_surface,Nu_host medium,E,Rho,Vp,Vs,Z
1,0.5,1,1,3.3000000000000003,0.303030303030303,5.033498558411363e-13,5.028787458879763e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,3.4000000000000004,0.2941176470588235,5.112463439623503e-13,5.044034282568836e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,3.5000000000000004,0.2857142857142857,5.206524180928469e-13,5.076318504909684e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,3.6,0.2777777777777778,5.317361626330537e-13,5.127527799185145e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,3.7,0.2702702702702703,5.444556193958187e-13,5.197462340492681e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,3.8,0.2631578947368421,5.586871189878012e-13,5.285246981353323e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,3.9,0.2564102564102564,5.742306266021675e-13,5.38937107315388e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.0,0.25,5.908172912933525e-13,5.507731669475769e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.1,0.2439024390243902,6.081183570997439e-13,5.637692029305448e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.2,0.238095238095238,6.257571811111022e-13,5.776157050412031e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.3,0.2325581395348837,6.433244565358293e-13,5.919675107470076e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.4,0.2272727272727273,6.603967630235037e-13,6.064570275957271e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.5,0.2222222222222222,6.765577424452748e-13,6.207103078992094e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.6,0.2173913043478261,6.914206037369682e-13,6.343650945652528e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.7,0.2127659574468085,7.04648759930013e-13,6.470891857962376e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.8,0.2083333333333333,7.15974808229001e-13,6.585972513303072e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
1,0.5,1,1,4.9,0.2040816326530611,7.25212621502907e-13,6.68664317382009e-13,0.25,50000000000.0,2700,3333.333333333333,1924.5008972987523,2502.294445801098
